ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|8fa2076df443839475b7bc8c020a87b9|2022-04-17|03:07:54|1650182874|gas_transport|10.81|1|fraud_Corwin-Collins|41.825514|-71.608594
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|96b81f930f85f868644e82ebebf2cf0b|2022-04-17|22:03:22|1650251002|misc_net|707.14|1|fraud_McGlynn-Heathcote|42.164820|-71.449355
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|51e55a8fad7bf725fd615221d4c8a067|2022-04-18|23:12:22|1650341542|shopping_pos|7.15|1|fraud_Mayert Group|40.804654|-70.292836
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|51a22bcf635031caa517650d44e2f362|2022-04-18|22:53:02|1650340382|shopping_net|974.61|1|fraud_Baumbach, Feeney and Morar|41.500766|-72.025648
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|07ab92c08fbb2ed71272d0f4cfe7295c|2022-04-17|23:53:33|1650257613|misc_pos|1061.73|1|fraud_Simonis-Prohaska|41.419527|-71.439529
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|b5e399c91ff6a6c774d5662ab7bdc5ff|2022-04-18|14:10:22|1650309022|shopping_pos|962.53|1|fraud_Daugherty, Pouros and Beahan|41.712765|-70.392372
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|8a8144407fd1fac147f5d970c195b2ed|2022-04-17|14:59:41|1650225581|shopping_net|882.51|1|fraud_Volkman-Predovic|41.847614|-71.423556
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|c76ac28247fde9f5b904c619e2760659|2022-04-18|22:47:30|1650340050|shopping_pos|863.98|1|fraud_Conroy Ltd|42.436765|-71.287769
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|d68b5c15de2e382fc47ba6d4cfdcc2e9|2022-01-31|10:55:31|1643644531|gas_transport|58.44|0|fraud_Friesen-D'Amore|41.552141|-70.348544
056-48-6951|4111595034282|Brian|Lewis|M|3830 Joseph Port|Bristol|RI|02809|41.6825|-71.2676|22938|Systems analyst|1954-08-10|618668025286|adults_50up_male_urban.json|0f7ce71a6f120ec5d3b0fe4903547e1e|2022-01-18|04:03:28|1642496608|gas_transport|94.67|0|fraud_Kuvalis Ltd|41.445794|-70.854336
