ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|fb0d0e3cb3c0c5191ac93769af2459b2|2025-06-15|22:40:14|1750045214|shopping_net|345.75|1|fraud_Medhurst PLC|38.705957|-120.744985
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|9610c3cb719f0f4bb4b86f3ac834b42c|2025-06-15|22:44:03|1750045443|shopping_net|312.78|1|fraud_Reichert, Shanahan and Hayes|39.842195|-121.030554
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|6b062f630a3798e31a4e20b366183d93|2025-06-14|22:02:19|1749956539|grocery_pos|572.45|1|fraud_Doyle Ltd|38.748241|-120.504465
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|9bfa41709ee864f02e77d43474cbb28c|2025-06-15|22:50:20|1750045820|shopping_net|986.68|1|fraud_Ruecker, Beer and Collier|39.795680|-119.418770
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|d0a710005b5437f04184b3cbe657076b|2025-06-15|23:31:28|1750048288|personal_care|1012.66|1|fraud_Crooks and Sons|38.946121|-121.104938
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|c185df1a25f522794b3ee543e52ff2cf|2025-06-15|22:12:53|1750043573|shopping_net|1071.14|1|fraud_Towne, Greenholt and Koepp|40.644557|-121.100600
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|8495d96557cf4332d93a0e45a6e17000|2025-06-15|17:02:58|1750024978|misc_net|1044.86|1|fraud_Welch Inc|40.140929|-120.294210
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|40b47fddbd1478f2a2c0b30d150218f3|2025-06-14|23:37:32|1749962252|grocery_pos|20.57|1|fraud_Stracke-Lemke|40.461759|-119.641813
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|f28bc1b8ba2e4e1b1c17cdacddc138aa|2025-04-03|00:52:01|1743659521|shopping_pos|74.80|0|fraud_Nitzsche, Kessler and Wolff|40.060075|-119.441459
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|43251356a45c5d635f9d8f09ab351a6b|2025-03-21|10:07:02|1742569622|shopping_net|68.70|0|fraud_Baumbach, Feeney and Morar|39.738251|-119.587411
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|435b3305dc604b8bf39b26bdd64ef4f2|2025-04-03|10:55:37|1743695737|shopping_pos|67.43|0|fraud_Haley, Jewess and Bechtelar|38.789954|-121.112070
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|30d3c23bb1db2f24de8ed05a5705182c|2025-03-07|02:38:47|1741333127|misc_pos|51.09|0|fraud_Buckridge PLC|38.832048|-119.688534
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|f50026042dbae4f068007b52d7549d69|2025-01-16|01:48:01|1737010081|grocery_net|57.02|0|fraud_Kemmer-Reinger|39.485885|-120.567525
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|21753b44bde2776653719ff3ee9589c9|2025-01-31|10:20:29|1738336829|grocery_pos|49.13|0|fraud_Goldner, Kovacek and Abbott|38.853641|-120.663613
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|68c28af57f644546de9cfef31628d381|2025-03-26|11:26:52|1743006412|shopping_pos|48.20|0|fraud_Pfeffer and Sons|39.931464|-120.725509
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|4dc3bf2c7578bde1acef496c1bd38a50|2025-01-12|06:15:44|1736680544|grocery_net|53.36|0|fraud_Bernier, Streich and Jewess|39.499696|-119.576046
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|8dfe1b784997e8b951aba4432a741a10|2025-04-04|02:00:23|1743750023|shopping_pos|51.39|0|fraud_Kihn Inc|39.993799|-120.990496
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|35f1239f50286e4210cc7041616297fc|2025-02-27|01:37:00|1740638220|misc_pos|51.89|0|fraud_Maggio-Fahey|40.233801|-119.906221
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|eb184cb7bf9f59710cc635f44c07325c|2025-01-09|01:59:46|1736405986|gas_transport|44.66|0|fraud_Kling Inc|39.783415|-120.527966
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|6791e6fc4e4a0c5224d8b495980d855d|2025-02-08|06:00:33|1739012433|grocery_pos|46.37|0|fraud_DuBuque LLC|40.126760|-119.691746
196-77-8328|3514658404499723|Jeremy|Washington|M|867 Kane Square Apt. 963|Loyalton|CA|96118|39.663|-120.2297|1627|Paediatric nurse|1985-01-19|348079814698|adults_2550_male_rural.json|d747ddbc404dcb95462b1295f188507c|2025-03-21|00:56:04|1742536564|shopping_net|98.80|0|fraud_Boyer PLC|39.428616|-119.851130
