ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|993d6421c9e48de8b611513c5d51c478|2022-10-08|00:19:29|1665206369|grocery_net|8.26|1|fraud_Murray Ltd|37.002453|-81.793647
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|4929427c417031ffa4e319bd7c21854d|2022-10-08|03:49:52|1665218992|misc_net|396.47|1|fraud_Rippin, Kub and Mann|38.426730|-82.405223
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|4ac08a3df283d2e95604e2f24372b0f3|2022-10-08|01:27:03|1665210423|grocery_pos|783.25|1|fraud_Bailey-Morar|38.225099|-82.115198
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|69a6ebe129be51f72c3b750ade6e1b67|2022-10-08|03:19:43|1665217183|shopping_net|897.26|1|fraud_Zboncak, Rowe and Murazik|38.313575|-81.264458
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|0dab16f76a2d10bb44f3bc43d055dafc|2022-10-08|03:24:37|1665217477|shopping_net|1009.55|1|fraud_Towne, Greenholt and Koepp|37.703204|-80.880933
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|026aa5eb24fdfd755397785483ce12ea|2022-10-09|23:03:47|1665374627|entertainment|415.23|1|fraud_Runolfsdottir, Mueller and Hand|38.068632|-82.275996
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|a47c38c7ec68e0ada34cebf148f4d416|2022-10-09|22:56:17|1665374177|home|482.27|1|fraud_Denesik, Powlowski and Pouros|38.114409|-82.504443
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|cd3bc773a918f93ee9513174504badc5|2022-10-09|14:37:31|1665344251|health_fitness|513.24|1|fraud_Runte, Green and Emard|37.715750|-81.306193
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|afe3b36c2bf38da9ecf8c24a5617ca31|2022-10-09|23:46:25|1665377185|travel|21.97|1|fraud_Satterfield-Lowe|38.246161|-81.992931
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|fcd6f21bee74fc32c39ce118b31645c3|2022-10-09|22:23:57|1665372237|kids_pets|23.43|1|fraud_Lowe, Dietrich and Erdman|37.508941|-81.801633
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|5d9ce3ccdb1a6a0d089508df28906d18|2022-10-09|23:32:43|1665376363|entertainment|261.30|1|fraud_Lind-Buckridge|37.185965|-80.719243
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|57f5a62c2454716d6f05bfc03d583f82|2022-10-09|23:04:02|1665374642|personal_care|18.55|1|fraud_Schoen, Nienow and Bauch|38.400141|-82.318770
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|ee68fef2f4919f054a405de5c682a25a|2022-10-09|22:53:44|1665374024|kids_pets|17.65|1|fraud_Larkin Ltd|37.611014|-81.654422
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|33f965c81fbc91b3106061acbe365ddf|2022-10-09|22:40:31|1665373231|kids_pets|20.11|1|fraud_Bogisich-Weimann|37.726673|-81.279275
620-20-2918|6592624945147542|Rita|Dawson|F|22526 Griffith Turnpike|Naoma|WV|25140|37.9154|-81.5214|1012|Purchasing manager|1992-06-22|76513338142|adults_2550_female_rural.json|7c4c07bd942ee7512ba915687d3c0a6c|2022-10-09|22:03:24|1665371004|health_fitness|17.14|1|fraud_Turcotte, Batz and Buckridge|38.365382|-82.105131
